W0918 16:26:18.636000 39821 torch/distributed/run.py:774] 
W0918 16:26:18.636000 39821 torch/distributed/run.py:774] *****************************************
W0918 16:26:18.636000 39821 torch/distributed/run.py:774] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0918 16:26:18.636000 39821 torch/distributed/run.py:774] *****************************************
Using DDP with rank 0, local rank 0, world size 4 on device cuda:0
Using DDP with rank 1, local rank 1, world size 4 on device cuda:1
Using DDP with rank 3, local rank 3, world size 4 on device cuda:3
Using DDP with rank 2, local rank 2, world size 4 on device cuda:2
Total desired batch size: 524288
gradient accumulation steps: 2
DDP rank: 0, local rank: 0, world size: 4
DDP rank: 3, local rank: 3, world size: 4
DDP rank: 1, local rank: 1, world size: 4
DDP rank: 2, local rank: 2, world size: 4
Model loaded successfully
Model loaded successfully
Number of decay tensors: 50 and parameters: 124,354,560
Number of non-decay tensors: 98 and parameters: 121,344
Using fused AdamW: True
Compiling model...
Model loaded successfully
Number of decay tensors: 50 and parameters: 124,354,560
Number of non-decay tensors: 98 and parameters: 121,344
Using fused AdamW: True
Compiling model...
Model loaded successfully
Number of decay tensors: 50 and parameters: 124,354,560
Number of non-decay tensors: 98 and parameters: 121,344
Using fused AdamW: True
Compiling model...
Number of decay tensors: 50 and parameters: 124,354,560
Number of non-decay tensors: 98 and parameters: 121,344
Using fused AdamW: True
Compiling model...
Model compiled successfully
Moving model to device...
Model compiled successfully
Moving model to device...
Model compiled successfully
Moving model to device...
Model compiled successfully
Moving model to device...
Model moved to device successfully
Model moved to device successfully
Model moved to device successfully
Model moved to device successfully
validation loss: 10.9366
HellaSwag accuracy: 2432/10042=0.2422
rank 1, sample 0: Hello, I'm a language model, Hem 1946� Beyon inexplicablebodiedWedDispatch narrowcase MSI Gaming WATCHEDviewmanager Ke separatists ShepherdNothing concession Castleitécilcil
rank 1, sample 1: Hello, I'm a language model,rolledcil dab inertia Organisation oversaw triggerholiday practitionervyenum technically fortune humiliation inexplicable Less inventoreer [] inexи Deluxe cotton cotton
rank 1, sample 2: Hello, I'm a language model,ofi enumerWM trigger attractive Technique UE Screw murder Web restartapsed religion havens havensJoy religionBILL month huntingbodiedMiddlelash Notice
rank 1, sample 3: Hello, I'm a language model,rolledfocus Hungarian preventing warehouses)} warehousesduino NAFTA NAFTA 303quelwphusowe Patent ≡ Hem deleraidagen Bottom ascertain swim
rank 3, sample 0: Hello, I'm a language model, Abyss Abyss Abyss CornerBrown oversaw front filler warehouses Klan Supp perme vanquished vanquished doctor atrofrcam670 beside frontlearn Capitalism sip
rank 3, sample 1: Hello, I'm a language model,choilleryuersbars Demandonne proponents opticalofinard diploma inexplicable UE warehouses param 1912 joystrate776 unintendedQUEST surpr Rankings Screw
rank 3, sample 2: Hello, I'm a language model,JoyJoy blueprint Lance diss morph indist triggeroccup niece clinicsops Marines Klan … reformingBBC disinteg lantern Sussexuncture Gordutonium befriend
rank 3, sample 3: Hello, I'm a language model,strate inconsist attemptedilatedCAR stra antib Gaming feudreraflying multimlearn VI insurgency Rankings verge OPTstated realmverningMiddle Notice Tide
rank 2, sample 0: Hello, I'm a language model,cho rarity Abyss epist Abyss gear gear HardyJoy UEKen Cao UE UE merchandise disabilities filler 142learn OliviaSEA UFC UFC appear
rank 2, sample 1: Hello, I'm a language model, Rankings #####!--ile priordingcil realm Klan opposesdiscrimination Castle Defendant triggerulating ages hostileSETrolled templatescase mant epist Judaism
rank 2, sample 2: Hello, I'm a language model,byss Abyss Init epist fatejoinedNAT Abyss distributelettSe tionicked Barrett borneangleotted surpr severely Olivia antiv re Manitwhether
rank 2, sample 3: Hello, I'm a language model, pumps Pi�extreme Barrett convincing prevailingdet sync CarnivalGreen maternal embold Hermes zipperendale Gord merchandisecase Deluxe devil restartlearn bis
rank 0, sample 0: Hello, I'm a language model, Aaron Abyss abduction population UE Hardy marchesא glutassembly Organisation sprites Henjoined Techniquefol SA Rankings squirrel convincing Screw warehouses warehouses trigger
rank 0, sample 1: Hello, I'm a language model, Manitadier rapper BaxterWedabulary ontops presiding exemptionsding Libyan Vas Shed wrestling Destroyer triggerrolledthanks subscheres Breaking expendedometer
rank 0, sample 2: Hello, I'm a language model, Rankingscil Pi Corner focusesNot endanger Guestsinside Tough770 UE enigmatic Tough bis foreclosure foreclosure hazardous zoom hires courseJoyofi judgment
rank 0, sample 3: Hello, I'm a language model,ofiusp Corner near near Screw UE et lure Beyon AbyssTimer []joined HardyJoybool wavingUncommonulationLuckSaturday Initjer
step: 0000, loss: 10.9365 | lr: 8.3916e-07 | norm: 16.8642 | dt: 30948.71 ms | tok/s: 16940.54
step: 0001, loss: 10.8826 | lr: 1.6783e-06 | norm: 16.2274 | dt: 292.30 ms | tok/s: 1793674.37
step: 0002, loss: 10.7730 | lr: 2.5175e-06 | norm: 15.6713 | dt: 292.03 ms | tok/s: 1795329.14
step: 0003, loss: 10.6263 | lr: 3.3566e-06 | norm: 13.9338 | dt: 294.01 ms | tok/s: 1783259.80
step: 0004, loss: 10.4664 | lr: 4.1958e-06 | norm: 11.1854 | dt: 304.37 ms | tok/s: 1722538.19
step: 0005, loss: 10.3145 | lr: 5.0350e-06 | norm: 9.0775 | dt: 293.10 ms | tok/s: 1788757.43
step: 0006, loss: 10.1938 | lr: 5.8741e-06 | norm: 7.5769 | dt: 295.45 ms | tok/s: 1774532.11
step: 0007, loss: 10.0863 | lr: 6.7133e-06 | norm: 6.4517 | dt: 303.62 ms | tok/s: 1726786.79
step: 0008, loss: 9.9784 | lr: 7.5524e-06 | norm: 5.5844 | dt: 296.23 ms | tok/s: 1769861.85
step: 0009, loss: 9.8983 | lr: 8.3916e-06 | norm: 4.6966 | dt: 293.98 ms | tok/s: 1783417.44
step: 0010, loss: 9.8196 | lr: 9.2308e-06 | norm: 3.9954 | dt: 295.81 ms | tok/s: 1772389.59
step: 0011, loss: 9.7774 | lr: 1.0070e-05 | norm: 3.4095 | dt: 297.87 ms | tok/s: 1760133.87
step: 0012, loss: 9.7339 | lr: 1.0909e-05 | norm: 2.9486 | dt: 293.94 ms | tok/s: 1783641.65
step: 0013, loss: 9.6975 | lr: 1.1748e-05 | norm: 2.6332 | dt: 296.63 ms | tok/s: 1767486.20
step: 0014, loss: 9.6375 | lr: 1.2587e-05 | norm: 2.5110 | dt: 301.40 ms | tok/s: 1739527.16
step: 0015, loss: 9.6116 | lr: 1.3427e-05 | norm: 2.4379 | dt: 297.21 ms | tok/s: 1764023.81
step: 0016, loss: 9.6049 | lr: 1.4266e-05 | norm: 2.2866 | dt: 295.12 ms | tok/s: 1776510.45
step: 0017, loss: 9.5820 | lr: 1.5105e-05 | norm: 2.2454 | dt: 298.83 ms | tok/s: 1754473.11
step: 0018, loss: 9.6335 | lr: 1.5944e-05 | norm: 2.2457 | dt: 297.17 ms | tok/s: 1764268.65
step: 0019, loss: 9.6105 | lr: 1.6783e-05 | norm: 2.2907 | dt: 294.77 ms | tok/s: 1778645.68
step: 0020, loss: 9.5342 | lr: 1.7622e-05 | norm: 2.1624 | dt: 297.06 ms | tok/s: 1764949.75
step: 0021, loss: 9.4951 | lr: 1.8462e-05 | norm: 2.2044 | dt: 297.95 ms | tok/s: 1759645.14
step: 0022, loss: 9.4850 | lr: 1.9301e-05 | norm: 2.1660 | dt: 298.63 ms | tok/s: 1755616.08
step: 0023, loss: 9.4726 | lr: 2.0140e-05 | norm: 2.1487 | dt: 297.26 ms | tok/s: 1763706.89
step: 0024, loss: 9.4139 | lr: 2.0979e-05 | norm: 2.1327 | dt: 296.95 ms | tok/s: 1765556.25
step: 0025, loss: 9.3862 | lr: 2.1818e-05 | norm: 2.1114 | dt: 295.55 ms | tok/s: 1773953.77
step: 0026, loss: 9.3660 | lr: 2.2657e-05 | norm: 2.0291 | dt: 295.57 ms | tok/s: 1773790.65
step: 0027, loss: 9.3208 | lr: 2.3497e-05 | norm: 2.0335 | dt: 296.07 ms | tok/s: 1770832.43
step: 0028, loss: 9.2978 | lr: 2.4336e-05 | norm: 2.0602 | dt: 300.25 ms | tok/s: 1746179.53
step: 0029, loss: 9.2410 | lr: 2.5175e-05 | norm: 2.0336 | dt: 298.40 ms | tok/s: 1757004.78
step: 0030, loss: 9.2794 | lr: 2.6014e-05 | norm: 1.9302 | dt: 296.68 ms | tok/s: 1767193.60
step: 0031, loss: 9.2043 | lr: 2.6853e-05 | norm: 2.0610 | dt: 299.54 ms | tok/s: 1750297.69
step: 0032, loss: 9.1868 | lr: 2.7692e-05 | norm: 1.9950 | dt: 300.22 ms | tok/s: 1746343.17
step: 0033, loss: 9.1397 | lr: 2.8531e-05 | norm: 1.9453 | dt: 298.94 ms | tok/s: 1753851.82
step: 0034, loss: 9.0401 | lr: 2.9371e-05 | norm: 2.1397 | dt: 297.57 ms | tok/s: 1761899.51
step: 0035, loss: 9.0526 | lr: 3.0210e-05 | norm: 2.1535 | dt: 296.32 ms | tok/s: 1769356.31
step: 0036, loss: 9.0196 | lr: 3.1049e-05 | norm: 1.9663 | dt: 296.10 ms | tok/s: 1770644.22
step: 0037, loss: 8.9507 | lr: 3.1888e-05 | norm: 2.0815 | dt: 296.66 ms | tok/s: 1767305.80
step: 0038, loss: 8.9282 | lr: 3.2727e-05 | norm: 1.9951 | dt: 298.81 ms | tok/s: 1754600.50
